	long	lat	group
179	123.4823227	53.49617767	0.1
180	123.4869003	53.49552155	0.1
181	123.4944229	53.49715805	0.1
182	123.4957199	53.50107574	0.1
183	123.4963837	53.50368881	0.1
184	123.496048	53.50728607	0.1
185	123.4940872	53.51120377	0.1
186	123.4904938	53.51577759	0.1
187	123.4826508	53.52296829	0.1
188	123.4790573	53.53113556	0.1
189	123.4797134	53.53799438	0.1
190	123.488533	53.54616165	0.1
191	123.4980087	53.55073547	0.1
192	123.5094528	53.55433273	0.1
193	123.5179367	53.55465698	0.1
194	123.5267563	53.55204391	0.1
195	123.5349274	53.54845047	0.1
196	123.5444031	53.54354858	0.1
197	123.5489731	53.53865051	0.1
198	123.5496292	53.53276825	0.1
199	123.5470123	53.52786636	0.1
200	123.5381927	53.52002716	0.1
201	123.5297012	53.51447296	0.1
202	123.5270767	53.50891876	0.1
203	123.528389	53.50238419	0.1
204	123.5323105	53.49617767	0.1
205	123.5368881	53.49454117	0.1
206	123.5444031	53.49584961	0.1
207	123.5571365	53.50173187	0.1
208	123.564003	53.50826263	0.1
209	123.5675964	53.51643372	0.1
210	123.5711899	53.5291748	0.1
211	123.5744629	53.53767014	0.1
212	123.5774002	53.54256821	0.1
213	123.5819702	53.54648972	0.1
214	123.5904694	53.54747009	0.1
215	123.6048431	53.54681778	0.1
216	123.6126938	53.54485703	0.1
217	123.6231384	53.54289627	0.1
218	123.6326065	53.5402832	0.1
219	123.6417618	53.53505325	0.1
220	123.6548309	53.52721405	0.1
221	123.667572	53.51643372	0.1
222	123.6724701	53.51087952	0.1
223	123.6776962	53.50499725	0.1
224	123.6845627	53.49944305	0.1
225	123.6875	53.49584961	0.1
226	123.6904373	53.49356079	0.1
227	123.6950073	53.4919281	0.1
228	123.7018738	53.49094772	0.1
229	123.7113495	53.49094772	0.1
230	123.7237625	53.49258041	0.1
231	123.730629	53.49356079	0.1
232	123.7391205	53.49454117	0.1
233	123.7538223	53.49356079	0.1
234	123.7639465	53.49290848	0.1
235	123.7737503	53.49062347	0.1
236	123.7953186	53.48768234	0.1
237	123.8106689	53.4863739	0.1
238	123.8250504	53.48735428	0.1
239	123.8436737	53.48703003	0.1
240	123.8583832	53.48506927	0.1
241	123.8655624	53.48376083	0.1
242	123.8727493	53.4808197	0.1
243	123.8868027	53.47494125	0.1
244	123.9028015	53.46709824	0.1
245	123.9184875	53.45893097	0.1
246	123.9302521	53.45468521	0.1
247	123.942009	53.44880295	0.1
248	123.9524689	53.44390106	0.1
249	123.9602966	53.43867493	0.1
250	123.9707565	53.43279266	0.1
251	123.9782791	53.42756653	0.1
252	123.9835129	53.42103195	0.1
253	123.9910202	53.41253662	0.1
254	124.0018005	53.40404129	0.1
255	124.0122528	53.39816284	0.1
256	124.0240173	53.3945694	0.1
257	124.0318604	53.39293289	0.1
258	124.0390472	53.39228058	0.1
259	124.0468826	53.39064789	0.1
260	124.0553818	53.38803482	0.1
261	124.0628967	53.38542175	0.1
262	124.068779	53.37921143	0.1
263	124.0723724	53.36941147	0.1
264	124.0775986	53.36320496	0.1
265	124.0834808	53.36058807	0.1
266	124.088707	53.35830307	0.1
267	124.093277	53.35438156	0.1
268	124.0985031	53.35144043	0.1
269	124.104393	53.34882736	0.1
270	124.1151733	53.34588623	0.1
271	124.1236572	53.34490585	0.1
272	124.1344528	53.34588623	0.1
273	124.1524124	53.35372925	0.1
274	124.1645126	53.35830307	0.1
275	124.1749573	53.36385727	0.1
276	124.1837769	53.36843109	0.1
277	124.1922836	53.37104416	0.1
278	124.204689	53.3746376	0.1
279	124.2141571	53.37496567	0.1
280	124.2226563	53.37398529	0.1
281	124.233757	53.37202454	0.1
282	124.2435684	53.36875916	0.1
283	124.2556534	53.36156845	0.1
284	124.2664337	53.35536194	0.1
285	124.2828979	53.35015106	0.1
286	124.292717	53.34266281	0.1
287	124.3058319	53.33096313	0.1
288	124.3185806	53.32043457	0.1
289	124.3254929	53.31224442	0.1
290	124.3318634	53.30183411	0.1
291	124.3360672	53.29153824	0.1
292	124.344017	53.28639221	0.1
293	124.3524475	53.27937317	0.1
294	124.3561935	53.27328873	0.1
295	124.3566589	53.26626968	0.1
296	124.3580627	53.26065445	0.1
297	124.3603973	53.25644302	0.1
298	124.3655472	53.25363541	0.1
299	124.3763123	53.25270081	0.1
300	124.3866119	53.2531662	0.1
301	124.3973694	53.25503922	0.1
302	124.403923	53.25176239	0.1
303	124.4067307	53.24006653	0.1
304	124.4132767	53.22977066	0.1
305	124.4217072	53.22368622	0.1
306	124.432457	53.21760178	0.1
307	124.4427567	53.21385956	0.1
308	124.4516525	53.21011734	0.1
309	124.4577332	53.20917892	0.1
310	124.4680328	53.20871353	0.1
311	124.4773865	53.20871353	0.1
312	124.4867477	53.20450211	0.1
313	124.5120163	53.20029068	0.1
314	124.5513229	53.20122528	0.1
315	124.5864334	53.20543671	0.1
316	124.6009293	53.20777512	0.1
317	124.614502	53.20684052	0.1
318	124.6392975	53.20824432	0.1
319	124.6556778	53.20684052	0.1
320	124.6683121	53.2040329	0.1
321	124.6795425	53.19982147	0.1
322	124.687027	53.19561005	0.1
323	124.6959229	53.19139862	0.1
324	124.7025909	53.18677139	0.1
325	124.7072067	53.17957687	0.1
326	124.7082367	53.17187119	0.1
327	124.7085037	53.16493607	0.1
328	124.7110672	53.1587677	0.1
329	124.7154312	53.15465927	0.1
330	124.7187729	53.15003586	0.1
331	124.7298203	53.14746475	0.1
332	124.7472763	53.14233017	0.1
333	124.7675781	53.14027405	0.1
334	124.7811966	53.1413002	0.1
335	124.7958374	53.14233017	0.1
336	124.8148499	53.14489746	0.1
337	124.8243484	53.14464188	0.1
338	124.8307724	53.13898849	0.1
339	124.8354034	53.13256836	0.1
340	124.8382263	53.12665939	0.1
341	124.8420792	53.12049484	0.1
342	124.8443909	53.11278915	0.1
343	124.8464432	53.10790634	0.1
344	124.850563	53.10302734	0.1
345	124.8559494	53.09994507	0.1
346	124.8651962	53.0989151	0.1
347	124.8747025	53.09788895	0.1
348	124.8824081	53.09814453	0.1
349	124.8883133	53.10097122	0.1
350	124.8932037	53.10662079	0.1
351	124.8955078	53.11433029	0.1
352	124.8962784	53.12100601	0.1
353	124.8896027	53.13282394	0.1
354	124.8844604	53.1413002	0.1
355	124.8783035	53.14952087	0.1
356	124.8770065	53.15414429	0.1
357	124.8783035	53.15953827	0.1
358	124.8836899	53.16493607	0.1
359	124.8937073	53.17187119	0.1
360	124.9052734	53.17597961	0.1
361	124.9160614	53.17983246	0.1
362	124.9299316	53.18214417	0.1
363	124.9396896	53.18445587	0.1
364	124.950737	53.18959427	0.1
365	124.9602432	53.19087982	0.1
366	124.9723129	53.19165039	0.1
367	124.9882431	53.19267654	0.1
368	125.011879	53.19242096	0.1
369	125.0275421	53.19447708	0.1
370	125.0378189	53.19473267	0.1
371	125.0475769	53.19601822	0.1
372	125.0596466	53.19781494	0.1
373	125.0704422	53.20192719	0.1
374	125.0809784	53.20295334	0.1
375	125.0943375	53.20372391	0.1
376	125.1207962	53.20243835	0.1
377	125.1421127	53.20346832	0.1
378	125.1572723	53.19987106	0.1
379	125.1788483	53.19601822	0.1
380	125.1952896	53.19293594	0.1
381	125.2125015	53.18779755	0.1
382	125.2304764	53.18214417	0.1
383	125.245903	53.1764946	0.1
384	125.2638779	53.16724777	0.1
385	125.274147	53.16005325	0.1
386	125.2836609	53.15363312	0.1
387	125.2939301	53.14669418	0.1
388	125.3029327	53.14438248	0.1
389	125.3227005	53.14207077	0.1
390	125.3394012	53.13821793	0.1
391	125.3545609	53.13179779	0.1
392	125.3650894	53.13025665	0.1
393	125.3764038	53.13051224	0.1
394	125.3920593	53.12691498	0.1
395	125.4126129	53.11843872	0.1
396	125.4275131	53.11175919	0.1
397	125.4413834	53.10610962	0.1
398	125.4532013	53.1040535	0.1
399	125.4691162	53.10174179	0.1
400	125.48069	53.09968567	0.1
401	125.4907074	53.09506226	0.1
402	125.4937897	53.08838272	0.1
403	125.4937897	53.07836533	0.1
404	125.4930191	53.06988907	0.1
405	125.4922485	53.06012726	0.1
406	125.4917297	53.05473328	0.1
407	125.4930191	53.05036545	0.1
408	125.4971237	53.04728317	0.1
409	125.5038071	53.04599762	0.1
410	125.5107422	53.04676819	0.1
411	125.5184479	53.04933548	0.1
412	125.5330887	53.05601501	0.1
413	125.5456772	53.06192398	0.1
414	125.5551834	53.06808853	0.1
415	125.5646896	53.07271194	0.1
416	125.5721436	53.0763092	0.1
417	125.5780487	53.07810974	0.1
418	125.5862732	53.07862091	0.1
419	125.596283	53.07810974	0.1
420	125.604248	53.07605362	0.1
421	125.6140137	53.07040024	0.1
422	125.62043	53.06731796	0.1
423	125.6250534	53.06269455	0.1
424	125.6284027	53.05524445	0.1
425	125.6291733	53.04779434	0.1
426	125.6314774	53.03931808	0.1
427	125.6399536	53.0316124	0.1
428	125.6520309	53.026474	0.1
429	125.6599884	53.01876831	0.1
430	125.6664124	53.00952148	0.1
431	125.6764297	53.0038681	0.1
432	125.6856766	53.00053024	0.1
433	125.6980133	52.99847412	0.1
434	125.7136765	52.99693298	0.1
435	125.7229309	52.99487686	0.1
436	125.7308884	52.99179459	0.1
437	125.7362823	52.98691559	0.1
438	125.7380829	52.98306274	0.1
439	125.7368011	52.97689819	0.1
440	125.7347412	52.9717598	0.1
441	125.7329483	52.96713638	0.1
442	125.7311478	52.96096802	0.1
443	125.7275467	52.95275116	0.1
444	125.7252426	52.94530106	0.1
445	125.7221603	52.93939209	0.1
446	125.7159882	52.93579483	0.1
447	125.7059708	52.93296814	0.1
448	125.6951828	52.9291153	0.1
449	125.6766891	52.92449188	0.1
450	125.669487	52.92372131	0.1
451	125.6623001	52.92166519	0.1
452	125.6576767	52.91755676	0.1
453	125.6525421	52.91036224	0.1
454	125.6497192	52.90419769	0.1
455	125.6489487	52.89289474	0.1
456	125.6486893	52.8841629	0.1
457	125.6494598	52.87696838	0.1
458	125.6540833	52.87285995	0.1
459	125.6625595	52.86746597	0.1
460	125.6733475	52.86592484	0.1
461	125.680542	52.86463928	0.1
462	125.6849136	52.86309814	0.1
463	125.6918411	52.86335373	0.1
464	125.7013474	52.86283875	0.1
465	125.7121429	52.8641243	0.1
466	125.7234421	52.86874771	0.1
467	125.7254868	52.87208939	0.1
468	125.738533	52.87682343	0.1
469	125.7545166	52.88217163	0.1
470	125.7718887	52.89060211	0.1
471	125.7925568	52.89459229	0.1
472	125.8085098	52.89785385	0.1
473	125.8244629	52.90075302	0.1
474	125.8353271	52.89930344	0.1
475	125.8396912	52.89386749	0.1
476	125.8411407	52.88697815	0.1
477	125.8407669	52.87827682	0.1
478	125.8414993	52.86993408	0.1
479	125.8433228	52.86268234	0.1
480	125.850563	52.8554306	0.1
481	125.8628922	52.8445549	0.1
482	125.8748627	52.83875275	0.1
483	125.8842773	52.8322258	0.1
484	125.8915405	52.82570267	0.1
485	125.8980637	52.81845093	0.1
486	125.9020462	52.8104744	0.1
487	125.9067688	52.80286026	0.1
488	125.9122009	52.79633331	0.1
489	125.9161911	52.78835678	0.1
490	125.9209137	52.78110504	0.1
491	125.925621	52.77639008	0.1
492	125.9288864	52.77167511	0.1
493	125.93396	52.76732635	0.1
494	125.9459229	52.76043701	0.1
495	125.9589767	52.75608444	0.1
496	125.9694901	52.75499725	0.1
497	125.9774704	52.75717163	0.1
498	125.9836273	52.76261139	0.1
499	125.9861679	52.76950073	0.1
500	125.9926987	52.77494049	0.1
501	125.9999466	52.77965164	0.1
502	126.0072021	52.78327942	0.1
503	126.0155411	52.78726578	0.1
504	126.0235138	52.78944397	0.1
505	126.0325775	52.79089355	0.1
506	126.0423737	52.79270554	0.1
507	126.0525208	52.79306793	0.1
508	126.0626831	52.79053116	0.1
509	126.0706482	52.78654099	0.1
510	126.0779037	52.78182983	0.1
511	126.092041	52.77530289	0.1
512	126.1043701	52.76950073	0.1
513	126.1090927	52.76732635	0.1
514	126.1109009	52.76369858	0.1
515	126.1083603	52.75862503	0.1
516	126.1010971	52.75608444	0.1
517	126.0924072	52.75499725	0.1
518	126.0829773	52.75463486	0.1
519	126.0767288	52.75402069	0.1
520	126.0706482	52.75209808	0.1
521	126.0608902	52.74977493	0.1
522	126.0514374	52.74702072	0.1
523	126.0441895	52.74552917	0.1
524	126.0391083	52.74303436	0.1
525	126.0383835	52.73578262	0.1
526	126.0412827	52.7274437	0.1
527	126.0463562	52.71946716	0.1
528	126.0525208	52.71112442	0.1
529	126.0586929	52.70677567	0.1
530	126.0619507	52.70387268	0.1
531	126.0659409	52.70024872	0.1
532	126.0673904	52.69625854	0.1
533	126.0666733	52.69009781	0.1
534	126.0648499	52.68538284	0.1
535	126.0630264	52.67958069	0.1
536	126.0568771	52.67232895	0.1
537	126.049263	52.67015457	0.1
538	126.0398331	52.66979218	0.1
539	126.0329437	52.67124176	0.1
540	126.027153	52.67232895	0.1
541	126.0169907	52.67341614	0.1
542	126.0086517	52.67450714	0.1
543	126.0010376	52.67559433	0.1
544	125.9887085	52.67631912	0.1
545	125.9814606	52.67486954	0.1
546	125.9749298	52.67196655	0.1
547	125.9705811	52.665802	0.1
548	125.9669571	52.65855026	0.1
549	125.9626007	52.65129852	0.1
550	125.9575272	52.64187241	0.1
551	125.9571609	52.63607025	0.1
552	125.958252	52.62591934	0.1
553	125.9626007	52.61685562	0.1
554	125.9680405	52.6074295	0.1
555	125.9731064	52.60017776	0.1
556	125.977829	52.59256363	0.1
557	125.9847183	52.58784866	0.1
558	125.9934235	52.5831337	0.1
559	126.003212	52.58023453	0.1
560	126.0158997	52.57842255	0.1
561	126.027153	52.57842255	0.1
562	126.0351181	52.57950974	0.1
563	126.0387421	52.58132172	0.1
564	126.0427322	52.5831337	0.1
565	126.0449066	52.58494949	0.1
566	126.047081	52.58676147	0.1
567	126.0496216	52.58857346	0.1
568	126.0506897	52.59256363	0.1
569	126.0520935	52.59447479	0.1
570	126.0534897	52.59689713	0.1
571	126.0552673	52.59995651	0.1
572	126.0590973	52.60123062	0.1
573	126.0638199	52.60212326	0.1
574	126.0684128	52.60212326	0.1
575	126.0740128	52.60123062	0.1
576	126.0791168	52.6002121	0.1
577	126.0839615	52.59906387	0.1
578	126.0882874	52.59740829	0.1
579	126.0928802	52.59523773	0.1
580	126.0974731	52.59256363	0.1
581	126.1010437	52.58975983	0.1
582	126.1051178	52.58733749	0.1
583	126.1100922	52.58478546	0.1
584	126.1181183	52.58083725	0.1
585	126.1257706	52.57701111	0.1
586	126.1340637	52.57382584	0.1
587	126.1397934	52.57178497	0.1
588	126.1450119	52.56923676	0.1
589	126.1501236	52.56694031	0.1
590	126.154068	52.56388092	0.1
591	126.1590271	52.56031418	0.1
592	126.1660538	52.55533981	0.1
593	126.1720428	52.55164337	0.1
594	126.1745911	52.54973221	0.1
595	126.1780319	52.54730988	0.1
596	126.180069	52.5455246	0.1
597	126.184021	52.54297638	0.1
598	126.1875916	52.54080963	0.1
599	126.1920471	52.53775024	0.1
600	126.1947327	52.53532791	0.1
601	126.1981735	52.53290558	0.1
602	126.2009735	52.53125	0.1
603	126.20327	52.52895355	0.1
604	126.2033997	52.52627945	0.1
605	126.2035217	52.52385712	0.1
606	126.2035217	52.5213089	0.1
607	126.2030106	52.51850128	0.1
608	126.2007217	52.51557159	0.1
609	126.1984329	52.51263809	0.1
610	126.1965103	52.50983429	0.1
611	126.1944733	52.50664902	0.1
612	126.1915436	52.50320816	0.1
613	126.1894989	52.50040054	0.1
614	126.1878433	52.49657822	0.1
615	126.1856766	52.49339294	0.1
616	126.184021	52.49045944	0.1
617	126.1821136	52.48841858	0.1
618	126.1807098	52.48612595	0.1
619	126.1803207	52.4839592	0.1
620	126.180069	52.48255539	0.1
621	126.1799393	52.48089981	0.1
622	126.1798172	52.47847748	0.1
623	126.1799393	52.47618484	0.1
624	126.1807098	52.47426987	0.1
625	126.1816025	52.4724884	0.1
626	126.1825027	52.47095871	0.1
627	126.1832581	52.46929932	0.1
628	126.1846619	52.46738815	0.1
629	126.1874619	52.46572876	0.1
630	126.1901398	52.46471024	0.1
631	126.1939621	52.46369171	0.1
632	126.1980362	52.4639473	0.1
633	126.2018738	52.46445465	0.1
634	126.2046738	52.46509171	0.1
635	126.2078629	52.46636963	0.1
636	126.2110367	52.46751404	0.1
637	126.2153778	52.46853638	0.1
638	126.2217484	52.47019196	0.1
639	126.2286377	52.47159576	0.1
640	126.2366562	52.47223282	0.1
641	126.2440567	52.4724884	0.1
642	126.2504272	52.47223282	0.1
643	126.2559128	52.47261429	0.1
644	126.2605133	52.47210312	0.1
645	126.2635727	52.47146606	0.1
646	126.2659836	52.47006607	0.1
647	126.26828	52.46738815	0.1
648	126.2705765	52.46471024	0.1
649	126.2740173	52.46075821	0.1
650	126.2786026	52.4551506	0.1
651	126.2817917	52.45170975	0.1
652	126.2851028	52.44801331	0.1
653	126.2899475	52.44316864	0.1
654	126.295433	52.43896103	0.1
655	126.2996368	52.43488312	0.1
656	126.3047333	52.43169785	0.1
657	126.3088226	52.42825317	0.1
658	126.31353	52.4250679	0.1
659	126.3177338	52.42098999	0.1
660	126.3215637	52.4178009	0.1
661	126.3253937	52.41410446	0.1
662	126.3294601	52.41053772	0.1
663	126.3331604	52.40773392	0.1
664	126.3366013	52.405056	0.1
665	126.3396606	52.4022522	0.1
666	126.3415833	52.39880753	0.1
667	126.3441162	52.39472961	0.1
668	126.3455276	52.38988495	0.1
669	126.3469162	52.38644409	0.1
670	126.3471832	52.38440704	0.1
671	126.3471832	52.38198471	0.1
672	126.3478165	52.37892532	0.1
673	126.3476868	52.37548065	0.1
674	126.3474274	52.37165833	0.1
675	126.3474274	52.36808777	0.1
676	126.3475571	52.36375427	0.1
677	126.3466721	52.35878372	0.1
678	126.3451385	52.3561058	0.1
679	126.3432312	52.35368347	0.1
680	126.3423386	52.35139084	0.1
681	126.3388977	52.34884262	0.1
682	126.3366013	52.34654617	0.1
683	126.3342972	52.34412384	0.1
684	126.3322678	52.34297943	0.1
685	126.3298492	52.34170151	0.1
686	126.3269119	52.34030151	0.1
687	126.3255081	52.33979034	0.1
688	126.3243637	52.33851624	0.1
689	126.3232193	52.33686066	0.1
690	126.322197	52.33520126	0.1
691	126.3219528	52.33316422	0.1
692	126.3219528	52.33023071	0.1
693	126.3219528	52.32806396	0.1
694	126.3218231	52.32653427	0.1
695	126.3218231	52.32526016	0.1
696	126.3216934	52.32398605	0.1
697	126.3216934	52.32258224	0.1
698	126.3218231	52.32118225	0.1
699	126.3216934	52.31952286	0.1
700	126.3219528	52.31812286	0.1
701	126.3224564	52.31659317	0.1
702	126.3233414	52.31442642	0.1
703	126.3247528	52.31200409	0.1
704	126.3258972	52.30970764	0.1
705	126.3281937	52.30754089	0.1
706	126.3304825	52.30550003	0.1
707	126.3322678	52.30308151	0.1
708	126.3345566	52.3016777	0.1
709	126.3380127	52.3002739	0.1
710	126.3420792	52.29976654	0.1
711	126.3494797	52.29963684	0.1
712	126.3585281	52.3002739	0.1
713	126.3670731	52.30180359	0.1
714	126.3742065	52.30257034	0.1
715	126.3840179	52.30231476	0.1
716	126.3906479	52.30218887	0.1
717	126.3984222	52.30155182	0.1
718	126.4033432	52.30014801	0.1
719	126.4085617	52.30014801	0.1
720	126.415062	52.30014801	0.1
721	126.4192734	52.29912949	0.1
722	126.4228363	52.29785538	0.1
723	126.4261475	52.29555893	0.1
724	126.4274216	52.2932663	0.1
725	126.4279327	52.29007721	0.1
726	126.4279327	52.28395844	0.1
727	126.4281921	52.27962494	0.1
728	126.4275513	52.27809525	0.1
729	126.4261475	52.27694702	0.1
730	126.4230881	52.2760582	0.1
731	126.4185028	52.27643967	0.1
732	126.4141693	52.27809525	0.1
733	126.4083023	52.27911758	0.1
734	126.4048615	52.27924347	0.1
735	126.4021835	52.27936935	0.1
736	126.3997726	52.27898788	0.1
737	126.3968277	52.27809525	0.1
738	126.3935165	52.27669525	0.1
739	126.3879089	52.27388763	0.1
740	126.3831863	52.27133942	0.1
741	126.3765564	52.26853561	0.1
742	126.3701935	52.2658577	0.1
743	126.3644638	52.26458359	0.1
744	126.357193	52.26254654	0.1
745	126.3496704	52.26126862	0.1
746	126.3432922	52.25910187	0.1
747	126.3394699	52.25693512	0.1
748	126.3371735	52.25566101	0.1
749	126.3347473	52.25426102	0.1
750	126.33284	52.25311279	0.1
751	126.3309326	52.25132751	0.1
752	126.3286972	52.24839401	0.1
753	126.3239822	52.24355316	0.1
754	126.3184967	52.24087524	0.1
755	126.3117371	52.23819733	0.1
756	126.3062668	52.23551941	0.1
757	126.3026962	52.23258972	0.1
758	126.3002701	52.22901917	0.1
759	126.2987366	52.22545242	0.1
760	126.2977219	52.22111893	0.1
761	126.2967072	52.21640015	0.1
762	126.2965775	52.21168518	0.1
763	126.2977219	52.20760727	0.1
764	126.3012924	52.20301819	0.1
765	126.3066483	52.19791794	0.1
766	126.3144226	52.19396591	0.1
767	126.3224564	52.1926918	0.1
768	126.3312531	52.19128799	0.1
769	126.337883	52.19026947	0.1
770	126.3465424	52.18925095	0.1
771	126.3536224	52.18835831	0.1
772	126.3604965	52.18682861	0.1
773	126.3681488	52.1855545	0.1
774	126.3770828	52.1827507	0.1
775	126.3854828	52.18198395	0.1
776	126.3923721	52.18122101	0.1
777	126.3987427	52.18019867	0.1
778	126.4048615	52.17918015	0.1
779	126.4099579	52.17765045	0.1
780	126.4160767	52.17637634	0.1
